Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,Last Reboot,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Kubernetes Admission Control Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,Kubernetes Cluster ID,Kubernetes Server Git Version,Kubernetes Server Version,RFM,Linux Sensor Mode,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
LOFT-W6216,2023-09-05T20:38:10Z,2023-08-18T23:41:59Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-31T12:24:48Z,,,"General-Prevention-Windows-Workstation
18 Aug 23 23:43 UTC","General-Response-Windows
18 Aug 23 23:43 UTC","General-Sensor-Windows
29 Aug 23 18:11 UTC",No policy,No policy,c28f626fc85940e3b3877ebe7d7b7292,10.10.54.31,10.10.54.31,10.10.54.1,177.125.187.81,,00-d7-6d-5f-b1-08,00-d7-6d-5f-b1-08,normal,526017,J1KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-SPW-3333,2023-10-04T19:56:07Z,2021-10-26T13:17:34Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-23T04:29:01Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
19 May 23 19:44 UTC","General-Sensor-Windows
29 Aug 23 14:31 UTC",No policy,No policy,2f48b672c1eb437c8ff4c47b8aa5bea9,192.168.15.53,192.168.15.53,192.168.15.1,187.90.187.78,,00-d7-6d-12-dc-07,00-d7-6d-12-dc-07,normal,526017,GRBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W2140,2023-10-04T19:56:59Z,2023-08-09T17:45:11Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2215,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-11T13:27:16Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
09 Aug 23 17:46 UTC","General-Sensor-Windows
29 Aug 23 14:37 UTC",No policy,No policy,c849db38bb324be98c4a134e4b3f6fef,10.111.100.137,10.111.100.137,10.111.100.1,200.170.190.57,,b0-7b-25-2d-fc-b7,b0-7b-25-2d-fc-b7,normal,526060,HJBHB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W3294,2023-10-04T20:01:31Z,2022-11-01T14:04:35Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-29T12:05:42Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
19 Dec 22 13:53 UTC","General-Sensor-Windows
29 Aug 23 14:36 UTC",No policy,No policy,f5a6c85f39c643bd8460978e0b7a128b,10.111.100.118,10.111.100.118,10.111.100.1,200.170.190.57,,c0-25-a5-24-27-c9,c0-25-a5-24-27-c9,normal,526017,7DZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0093,2023-10-04T19:52:46Z,2023-08-09T14:34:57Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-22T10:48:40Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:15 UTC","General-Response-Windows
09 Aug 23 14:36 UTC","General-Sensor-Windows
29 Aug 23 14:58 UTC",No policy,No policy,6e4a246c06f345fa8beee64902fcc599,10.10.10.144,192.168.18.43,192.168.18.1,160.238.218.10,,00-ff-78-de-4e-59,00-d7-6d-5f-ba-b3,normal,526017,C5KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W2332,2023-08-31T18:24:06Z,2022-12-22T19:25:06Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-31T14:16:16Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:40 UTC","General-Response-Windows
22 Dec 22 19:25 UTC","General-Sensor-Windows
29 Aug 23 14:32 UTC",No policy,No policy,3c7c1b3b7a7c4bfeaa01caae0e4da16e,10.111.140.103,10.111.140.103,10.111.140.1,200.170.190.57,,90-cc-df-41-ce-54,90-cc-df-41-ce-54,normal,526060,C1LGB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6149,2023-10-04T20:00:24Z,2023-08-04T11:19:55Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-27T14:24:14Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:28 UTC","General-Response-Windows
04 Aug 23 11:21 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,ce9f50659260410ab1da0c740d1316ca,192.168.18.232,192.168.18.232,192.168.18.1,177.190.196.142,,00-d7-6d-5c-65-f7,00-d7-6d-5c-65-f7,normal,526017,7MJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFTZOOM-W0566-,2023-09-27T22:53:02Z,2023-07-17T19:35:48Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Vostro 5471,Dell Inc.,Workstation,Laptop,2023-09-20T04:02:37Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:15 UTC","General-Response-Windows
17 Jul 23 19:38 UTC","General-Sensor-Windows
29 Aug 23 14:32 UTC",No policy,No policy,07699ccfef594965b08c3b8eacffe443,10.10.22.17,10.10.22.17,10.10.22.1,177.190.196.142,,00-05-16-61-01-23,00-05-16-61-01-23,normal,526058,89X13T2,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6352,2023-10-04T19:38:52Z,2023-07-10T13:18:39Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-08T17:52:41Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
10 Jul 23 13:20 UTC","General-Sensor-Windows
29 Aug 23 15:51 UTC",No policy,No policy,ccc15a32628142af854e1d86e0d82b3f,10.10.140.11,10.10.140.11,10.10.140.1,177.140.107.56,,00-d7-6d-5f-a8-fc,00-d7-6d-5f-a8-fc,normal,526017,JXJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0622,2023-08-30T13:01:26Z,2022-12-15T18:50:22Z,Windows,Windows 10,19045,Windows 10 Home Single Language,10.0.19045.3324,Aspire A315-56,Acer,Workstation,Laptop,2023-08-24T12:01:05Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:24 UTC","General-Response-Windows
15 Dec 22 19:16 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,1b621b1ab66c49baa92d24b5e5d53090,10.111.140.168,10.111.140.168,10.111.140.1,200.170.190.57,,80-30-49-3f-e0-77,80-30-49-3f-e0-77,normal,460517,NXHV1AL00E101467359501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6307,2023-10-04T19:52:10Z,2023-04-19T15:08:53Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-04T11:12:11Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
20 Apr 23 13:36 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,6b82974ed3244161bec2e795a6dfaa76,10.10.140.7,10.10.140.7,10.10.140.1,187.72.41.41,,00-d7-6d-5c-69-3a,00-d7-6d-5c-69-3a,normal,526017,479VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
VISTA-L0063,2023-09-29T09:53:12Z,2023-04-24T15:56:17Z,Linux,Ubuntu 22.04,,,6.2.0-33-generic,Aspire A315-56,Acer,Server,Laptop,,,,"General-Prevention-Linux
04 Jul 23 15:45 UTC","General-Response-Linux
24 Apr 23 15:59 UTC","General-Sensor-Linux
20 Sep 23 16:19 UTC",No policy,No policy,0864fcd8f003432cad0eb4b611a24cc5,192.168.1.10,192.168.1.10,,170.78.23.38,,a4-63-a1-58-df-98,a4-63-a1-58-df-98,normal,460517,NXHV1AL00F0483D5509501,6.41.13804.0,,,,,,,,,yes,,,,,,,,,,,,,,,CS-GRP-BR-Linux
LOFT-W6368,2023-10-04T20:02:15Z,2023-06-01T15:10:40Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-21T11:50:10Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:41 UTC","General-Response-Windows
03 Jun 23 21:08 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,7d354ac5944044e989c745c953a66545,192.168.0.4,192.168.0.2,192.168.0.1,179.153.51.225,,00-d7-6d-5f-a8-c5,b4-45-06-37-6b-e9,normal,526017,JYJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W1154,2023-10-04T19:39:14Z,2022-12-15T18:40:43Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Aspire A515-54,Acer,Workstation,Laptop,2023-09-18T10:52:59Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
15 Dec 22 19:05 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,e3645095f23a4f58848e2780893d65a2,10.111.140.191,10.111.140.191,10.111.140.1,200.170.190.57,,5c-e4-2a-87-73-6e,5c-e4-2a-87-73-6e,normal,526060,NXHQMAL013203035EE9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3184,2023-10-04T20:07:25Z,2023-03-24T12:19:26Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 18:52 UTC","General-Response-Mac
24 Mar 23 12:21 UTC","General-Sensor-Mac
19 Sep 23 14:43 UTC",No policy,No policy,4a94a4d01026428bae816607739aa7cf,192.168.15.62,52.8.45.162,,179.225.219.31,,bc-d0-74-4b-b4-09,,normal,4294967295,WQ04M1XVRK,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
CP-CWB-W1264,2023-10-04T19:42:45Z,2022-11-30T16:04:53Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Aspire A515-54,Acer,Workstation,Laptop,2023-10-04T15:37:18Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
30 Nov 22 18:41 UTC","General-Sensor-Windows
29 Aug 23 14:38 UTC",No policy,No policy,7f246e92f9744d528e23184a1d2075b7,10.111.140.87,10.111.140.87,10.111.140.1,200.170.190.57,,48-51-c5-ee-af-e8,48-51-c5-ee-af-e8,normal,526060,NXHQMAL00V146035579Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3786,2023-10-04T20:01:20Z,2022-03-31T12:26:02Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 18:53 UTC","General-Response-Mac
31 Mar 22 12:27 UTC","General-Sensor-Mac
19 Sep 23 14:44 UTC",No policy,No policy,bec1a5e204f64d63849d287d4a0e2026,100.127.100.1,,,189.62.151.58,,f4-d4-88-77-7b-46,,normal,4294967295,M5GX6FVP4W,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-M3190,2023-10-04T19:46:58Z,2023-02-09T12:55:59Z,Mac,Monterey (12),21G816,,21.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 18:52 UTC","General-Response-Mac
09 Feb 23 12:57 UTC","General-Sensor-Mac
19 Sep 23 14:41 UTC",No policy,No policy,3ea52b74a3cf419e8b65f631122dbfbf,100.127.100.1,52.8.61.206,,179.228.58.81,,bc-d0-74-53-0a-55,,normal,4294967295,X77JDFJVGF,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-M3126,2023-08-22T19:58:48Z,2023-08-22T19:58:49Z,Mac,Monterey (12),21C52,,21.2.0,"MacBookPro18,1",Apple Inc.,Workstation,Invalid Chassis Type,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
22 Aug 23 19:59 UTC","General-Sensor-Mac
22 Aug 23 19:59 UTC",No policy,No policy,3f9815715be34fc1aaa63ddffe8bb49b,,,,47.63.17.20,,,,normal,4294967295,JQNHQXF0W5,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-SPW-0969,2023-10-04T20:00:13Z,2021-11-24T21:51:46Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3400,Dell Inc.,Workstation,Laptop,2023-10-01T19:58:02Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
19 Jun 23 18:49 UTC","General-Sensor-Windows
29 Aug 23 14:34 UTC",No policy,No policy,bd979890e7494116b7172349e36ab01a,10.10.140.210,2804:18:5024:5eca:89f5:8655:adbf:fcfa,fe80:0:0:0:800c:67ff:feab:f364,201.69.69.58,,e8-6f-38-e0-6f-d1,e8-6f-38-e0-6f-d1,normal,526060,4TVTZ23,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W3062,2023-10-04T19:44:19Z,2023-07-14T11:18:06Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-27T03:14:27Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:15 UTC","General-Response-Windows
14 Jul 23 11:19 UTC","General-Sensor-Windows
29 Aug 23 17:53 UTC",No policy,No policy,718fd0eff3b0438190348173432031e2,10.111.140.176,10.111.140.176,10.111.140.1,177.103.18.148,,00-d7-6d-12-e6-61,00-d7-6d-12-e6-61,normal,526017,FXBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CPCWB1298,2023-08-30T16:45:23Z,2022-12-26T13:01:00Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-17T13:55:16Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:38 UTC","General-Response-Windows
05 Jul 23 19:38 UTC","General-Sensor-Windows
29 Aug 23 17:49 UTC",No policy,No policy,ab3cd6c09f724ab49e7cd39a7ed1cba7,10.111.100.176,10.111.100.176,10.111.100.1,200.170.190.57,,70-69-79-ac-e7-28,70-69-79-ac-e7-28,normal,526060,NXAX0AL00621401B5D9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-SPW-3382,2023-10-04T19:45:05Z,2021-09-30T20:46:27Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-03T01:22:08Z,,,"General-Prevention-Windows-Workstation
14 Sep 23 12:19 UTC","General-Response-Windows
30 Sep 21 20:48 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,22d024d8db8244e5837123a19c8cb19c,10.10.140.50,10.10.140.50,10.10.140.1,152.250.60.25,,00-d7-6d-12-db-b7,00-d7-6d-12-db-b7,normal,526017,HVBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3114,2023-10-04T20:02:08Z,2023-09-20T18:45:52Z,Mac,Ventura (13),22F82,,22.5.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
20 Sep 23 18:47 UTC","General-Response-Mac
20 Sep 23 18:47 UTC","General-Sensor-Mac
20 Sep 23 18:48 UTC",No policy,No policy,44003577092c45edbe243cdcaf73c42f,100.127.100.1,,,179.113.166.164,,bc-d0-74-55-74-47,,normal,4294967295,PL2Q34WKR9,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
CP-CWB-W1054,2023-09-01T12:37:31Z,2023-08-01T12:58:52Z,Windows,Windows 11,22000,Windows 11 Pro,10.0.22000.1335,Aspire A515-54,Acer,Workstation,Laptop,2023-09-01T12:36:04Z,,,"General-Prevention-Windows-Workstation
01 Aug 23 13:00 UTC","General-Response-Windows
01 Aug 23 13:00 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,cb3a4bdf2fbe40d4bfc5438eac81f8bd,10.111.140.187,10.111.140.187,10.111.140.1,200.170.190.57,,70-cd-0d-35-b6-a0,70-cd-0d-35-b6-a0,normal,526060,NXHQMAL00T144009439Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3553,2023-10-04T20:03:37Z,2023-07-06T14:57:43Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
13 Sep 23 18:51 UTC","General-Response-Mac
06 Jul 23 14:58 UTC","General-Sensor-Mac
19 Sep 23 14:55 UTC",No policy,No policy,a3b3bdfbb04341b9a2657fcb7fae5981,100.127.100.1,54.215.176.108,,189.47.42.8,,88-66-5a-1f-dc-0c,,normal,591594,C02FPECCMD6M,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
VISTA-W0072,2023-09-26T15:45:40Z,2023-06-20T17:54:57Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-20T12:07:07Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
14 Jul 23 03:14 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,56b086b4dda34e1688fbaeef09788390,10.10.10.236,192.168.1.133,192.168.1.1,177.36.186.250,,00-ff-78-de-4e-59,70-cf-49-e4-63-c6,normal,526060,7YVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W2127,2023-10-04T20:04:42Z,2023-08-02T20:53:55Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-10-04T11:41:02Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
02 Aug 23 20:55 UTC","General-Sensor-Windows
05 Sep 23 17:36 UTC",No policy,No policy,0e4696dc4fdd4807aaf02bf253bd06d8,10.1.7.78,10.1.7.78,10.1.6.1,177.101.193.2,,90-cc-df-42-e6-d6,90-cc-df-42-e6-d6,normal,526060,CJBHB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6444,2023-10-04T20:01:46Z,2023-09-26T22:01:51Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-03T22:13:01Z,,,"General-Prevention-Windows-Workstation
30 Sep 23 19:37 UTC","General-Response-Windows
30 Sep 23 19:37 UTC","General-Sensor-Windows
30 Sep 23 19:37 UTC",No policy,No policy,cbd4628edbbf4d2dbebcf8062d3202c4,192.168.1.167,192.168.1.167,192.168.1.254,201.50.32.153,,00-d7-6d-63-71-85,00-d7-6d-63-71-85,normal,526017,4QJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M4002,2023-10-04T19:44:20Z,2023-08-31T21:31:08Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro17,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 19:00 UTC","General-Response-Mac
31 Aug 23 21:33 UTC","General-Sensor-Mac
19 Sep 23 15:01 UTC",No policy,No policy,a565d7aa91c14b93a77f6fec40ee781a,10.111.140.132,54.215.176.108,,201.92.179.216,,b0-be-83-48-c8-b3,,normal,4294967295,C02GWHJJQ05D,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-W3689,2023-10-04T19:07:03Z,2022-06-01T13:04:01Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-03T18:08:56Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
01 Jun 22 13:04 UTC","General-Sensor-Windows
29 Aug 23 14:33 UTC",No policy,No policy,2dceb35ef0164a268b99190e9e33577b,192.168.0.91,192.168.0.91,192.168.0.1,179.209.46.230,,00-d7-6d-2a-b9-c6,00-d7-6d-2a-b9-c6,normal,526017,GMGRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W3184,2023-09-20T13:00:11Z,2023-03-10T15:10:18Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-16T03:40:43Z,,,"General-Prevention-Windows-Workstation
14 Sep 23 19:38 UTC","General-Response-Windows
10 Mar 23 15:12 UTC","General-Sensor-Windows
29 Aug 23 17:08 UTC",No policy,No policy,53665a7e10c1466ca8594ba44489dede,10.111.100.214,10.111.100.214,10.111.100.1,200.170.190.57,,c0-25-a5-2a-83-53,c0-25-a5-2a-83-53,normal,526017,JKZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6042,2023-10-02T12:33:47Z,2023-04-12T17:09:12Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-29T13:46:43Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
12 Apr 23 17:11 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,6b48bc6886894c428069be02b74f5b75,192.168.0.48,192.168.0.48,192.168.0.1,189.62.44.221,,00-d7-6d-5c-33-ac,00-d7-6d-5c-33-ac,normal,526017,339VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M2090,2023-09-18T06:43:59Z,2023-07-06T14:55:26Z,Mac,Monterey (12),21G726,,21.6.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
15 Sep 23 13:31 UTC","General-Response-Mac
06 Jul 23 14:56 UTC","General-Sensor-Mac
06 Jul 23 15:03 UTC",No policy,No policy,281e69bed9704dba8228dc7bf320dced,192.168.0.181,,,92.184.117.224,,5c-52-30-a1-0d-71,,normal,591594,C02CDAD5MD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-M3097,2023-10-04T19:55:28Z,2023-04-12T13:28:46Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
22 Sep 23 13:47 UTC","General-Response-Mac
28 Apr 23 17:50 UTC","General-Sensor-Mac
22 Sep 23 13:48 UTC",No policy,No policy,8e0811b30a5b465ea019ebadfae29bf3,192.168.1.157,54.215.176.108,,200.142.235.171,,bc-d0-74-53-34-11,,normal,4294967295,X1TJXX5T2X,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-W3620,2023-08-30T17:47:18Z,2022-05-26T18:22:57Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3208,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-30T17:48:13Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:38 UTC","General-Response-Windows
26 May 22 19:22 UTC","General-Sensor-Windows
Changes pending",No policy,No policy,ce2741272ea94e849392a64b63f0025e,10.10.251.101,10.10.251.101,10.10.251.1,187.72.41.41,,f4-ee-08-a9-e5-23,f4-ee-08-a9-e5-23,normal,526017,G6GRQK3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Windows
